iteration,n_lcs_in_10of10_races_under_shuffle,mean_races_per_lc_under_shuffle
122,38,9.491525423728813
123,39,9.508474576271187
124,38,9.59322033898305
125,38,9.610169491525424
126,34,9.338983050847459
127,37,9.525423728813559
128,33,9.322033898305085
129,41,9.491525423728813
130,35,9.40677966101695
131,37,9.525423728813559
132,44,9.64406779661017
133,39,9.542372881355933
134,37,9.508474576271187
135,40,9.508474576271187
136,39,9.542372881355933
137,33,9.457627118644067
138,36,9.389830508474576
139,37,9.491525423728813
140,32,9.389830508474576
141,34,9.40677966101695
142,38,9.491525423728813
143,39,9.525423728813559
144,34,9.423728813559322
145,37,9.491525423728813
146,37,9.474576271186441
147,40,9.59322033898305
148,40,9.525423728813559
149,36,9.542372881355933
150,35,9.508474576271187
151,32,9.40677966101695
152,37,9.525423728813559
153,35,9.457627118644067
154,36,9.389830508474576
155,33,9.389830508474576
156,40,9.508474576271187
157,38,9.40677966101695
158,37,9.576271186440678
159,42,9.627118644067796
160,41,9.576271186440678
161,29,9.305084745762711
162,37,9.423728813559322
163,35,9.457627118644067
164,30,9.305084745762711
165,39,9.491525423728813
166,36,9.440677966101696
167,36,9.508474576271187
168,37,9.508474576271187
169,33,9.35593220338983
170,32,9.40677966101695
171,39,9.59322033898305
172,37,9.389830508474576
173,40,9.59322033898305
174,35,9.35593220338983
175,39,9.525423728813559
176,32,9.389830508474576
177,34,9.423728813559322
178,39,9.508474576271187
179,36,9.491525423728813
180,40,9.559322033898304
181,40,9.627118644067796
182,33,9.40677966101695
183,30,9.322033898305085
184,40,9.576271186440678
185,36,9.457627118644067
186,41,9.610169491525424
187,35,9.508474576271187
188,42,9.64406779661017
189,34,9.457627118644067
190,42,9.576271186440678
191,38,9.59322033898305
192,39,9.542372881355933
193,38,9.576271186440678
194,36,9.40677966101695
195,40,9.576271186440678
196,46,9.711864406779661
197,39,9.525423728813559
198,39,9.491525423728813
199,39,9.525423728813559
200,35,9.474576271186441
201,39,9.59322033898305
202,36,9.474576271186441
203,38,9.542372881355933
204,35,9.457627118644067
205,36,9.474576271186441
206,40,9.559322033898304
207,37,9.457627118644067
208,38,9.474576271186441
209,36,9.40677966101695
210,38,9.457627118644067
211,36,9.389830508474576
212,36,9.474576271186441
213,39,9.576271186440678
214,40,9.576271186440678
215,40,9.576271186440678
216,42,9.610169491525424
217,40,9.576271186440678
218,35,9.423728813559322
219,34,9.40677966101695
220,32,9.40677966101695
221,35,9.474576271186441
222,35,9.491525423728813
223,40,9.542372881355933
224,35,9.338983050847459
225,37,9.423728813559322
226,38,9.508474576271187
227,32,9.423728813559322
228,39,9.525423728813559
229,44,9.610169491525424
230,37,9.542372881355933
231,39,9.491525423728813
232,33,9.389830508474576
233,35,9.474576271186441
234,38,9.457627118644067
235,41,9.59322033898305
236,40,9.508474576271187
237,42,9.559322033898304
238,38,9.457627118644067
239,36,9.474576271186441
240,38,9.542372881355933
241,39,9.40677966101695
242,40,9.627118644067796
243,40,9.508474576271187
244,37,9.508474576271187
245,35,9.389830508474576
246,36,9.559322033898304
247,40,9.525423728813559
248,40,9.525423728813559
249,34,9.491525423728813
250,36,9.508474576271187
251,36,9.423728813559322
252,44,9.610169491525424
253,29,9.23728813559322
254,40,9.627118644067796
255,41,9.627118644067796
256,33,9.372881355932204
257,35,9.389830508474576
258,37,9.525423728813559
259,34,9.389830508474576
260,37,9.40677966101695
261,41,9.508474576271187
262,38,9.474576271186441
263,40,9.576271186440678
264,35,9.457627118644067
265,38,9.508474576271187
266,38,9.474576271186441
267,35,9.491525423728813
268,36,9.457627118644067
269,33,9.440677966101696
270,30,9.389830508474576
271,34,9.508474576271187
272,41,9.627118644067796
273,39,9.559322033898304
274,41,9.677966101694915
275,39,9.559322033898304
276,32,9.35593220338983
277,38,9.542372881355933
278,39,9.389830508474576
279,33,9.40677966101695
280,41,9.610169491525424
281,37,9.491525423728813
282,35,9.40677966101695
283,42,9.474576271186441
284,32,9.372881355932204
285,35,9.440677966101696
286,36,9.440677966101696
287,37,9.474576271186441
288,35,9.474576271186441
289,39,9.508474576271187
290,34,9.457627118644067
291,38,9.559322033898304
292,35,9.457627118644067
293,32,9.440677966101696
294,37,9.440677966101696
295,37,9.474576271186441
296,35,9.440677966101696
297,39,9.491525423728813
298,37,9.389830508474576
299,34,9.40677966101695
300,43,9.64406779661017
301,36,9.440677966101696
302,35,9.440677966101696
303,36,9.440677966101696
304,38,9.576271186440678
305,38,9.457627118644067
306,34,9.372881355932204
307,34,9.35593220338983
308,39,9.542372881355933
309,36,9.40677966101695
310,36,9.35593220338983
311,35,9.525423728813559
312,39,9.525423728813559
313,36,9.423728813559322
314,32,9.423728813559322
315,39,9.491525423728813
316,35,9.474576271186441
317,34,9.40677966101695
318,33,9.40677966101695
319,42,9.64406779661017
320,37,9.440677966101696
321,33,9.40677966101695
322,35,9.457627118644067
323,35,9.440677966101696
324,37,9.525423728813559
325,41,9.610169491525424
326,35,9.491525423728813
327,40,9.525423728813559
328,38,9.559322033898304
329,38,9.457627118644067
330,41,9.525423728813559
331,38,9.440677966101696
332,33,9.440677966101696
333,37,9.542372881355933
334,35,9.474576271186441
335,39,9.559322033898304
336,38,9.559322033898304
337,38,9.457627118644067
338,38,9.491525423728813
339,34,9.423728813559322
340,39,9.508474576271187
341,35,9.389830508474576
342,35,9.474576271186441
343,35,9.474576271186441
344,36,9.389830508474576
345,41,9.59322033898305
346,35,9.40677966101695
347,35,9.491525423728813
348,39,9.576271186440678
349,39,9.474576271186441
350,31,9.288135593220339
351,39,9.576271186440678
352,37,9.440677966101696
353,38,9.525423728813559
354,39,9.559322033898304
355,37,9.440677966101696
356,40,9.525423728813559
357,31,9.457627118644067
358,41,9.59322033898305
359,35,9.491525423728813
360,40,9.542372881355933
361,39,9.440677966101696
362,39,9.542372881355933
363,37,9.474576271186441
364,38,9.525423728813559
365,35,9.372881355932204
366,34,9.491525423728813
367,37,9.423728813559322
368,41,9.508474576271187
369,43,9.64406779661017
370,32,9.457627118644067
371,36,9.525423728813559
372,34,9.474576271186441
373,40,9.542372881355933
374,37,9.440677966101696
375,34,9.389830508474576
376,35,9.389830508474576
377,39,9.508474576271187
378,43,9.59322033898305
379,37,9.372881355932204
380,33,9.40677966101695
381,39,9.423728813559322
382,39,9.457627118644067
383,38,9.474576271186441
384,36,9.474576271186441
385,37,9.440677966101696
386,40,9.542372881355933
387,39,9.440677966101696
388,40,9.559322033898304
389,41,9.64406779661017
390,43,9.610169491525424
391,39,9.542372881355933
392,37,9.474576271186441
393,36,9.457627118644067
394,39,9.525423728813559
395,37,9.440677966101696
396,37,9.542372881355933
397,35,9.457627118644067
398,39,9.559322033898304
399,35,9.440677966101696
400,43,9.559322033898304
401,38,9.457627118644067
402,37,9.440677966101696
403,33,9.389830508474576
404,33,9.40677966101695
405,37,9.559322033898304
406,33,9.322033898305085
407,31,9.271186440677965
408,39,9.559322033898304
409,40,9.59322033898305
410,35,9.389830508474576
411,37,9.508474576271187
412,39,9.474576271186441
413,42,9.576271186440678
414,40,9.559322033898304
415,41,9.576271186440678
416,35,9.474576271186441
417,36,9.40677966101695
418,38,9.474576271186441
419,37,9.457627118644067
420,34,9.322033898305085
421,38,9.542372881355933
422,36,9.508474576271187
423,38,9.559322033898304
424,41,9.59322033898305
425,36,9.457627118644067
426,41,9.559322033898304
427,35,9.508474576271187
428,33,9.389830508474576
429,34,9.423728813559322
430,40,9.491525423728813
431,35,9.322033898305085
432,39,9.559322033898304
433,38,9.491525423728813
434,36,9.372881355932204
435,39,9.508474576271187
436,38,9.525423728813559
437,36,9.457627118644067
438,36,9.474576271186441
439,36,9.423728813559322
440,42,9.64406779661017
441,41,9.525423728813559
442,40,9.508474576271187
443,37,9.491525423728813
444,34,9.389830508474576
445,36,9.440677966101696
446,37,9.457627118644067
447,41,9.627118644067796
448,37,9.491525423728813
449,32,9.35593220338983
450,34,9.423728813559322
451,35,9.491525423728813
452,36,9.474576271186441
453,40,9.59322033898305
454,41,9.542372881355933
455,40,9.559322033898304
456,39,9.559322033898304
457,36,9.457627118644067
458,37,9.508474576271187
459,35,9.525423728813559
460,34,9.423728813559322
461,39,9.59322033898305
462,35,9.423728813559322
463,34,9.338983050847459
464,35,9.491525423728813
465,35,9.389830508474576
466,36,9.40677966101695
467,40,9.508474576271187
468,36,9.457627118644067
469,35,9.423728813559322
470,37,9.474576271186441
471,34,9.440677966101696
472,34,9.457627118644067
473,37,9.525423728813559
474,32,9.271186440677965
475,39,9.610169491525424
476,40,9.559322033898304
477,36,9.508474576271187
478,38,9.525423728813559
479,37,9.542372881355933
480,40,9.59322033898305
481,37,9.440677966101696
482,37,9.491525423728813
483,37,9.491525423728813
484,38,9.40677966101695
485,35,9.440677966101696
486,37,9.491525423728813
487,33,9.457627118644067
488,39,9.542372881355933
489,40,9.59322033898305
490,32,9.35593220338983
491,35,9.40677966101695
492,35,9.474576271186441
493,35,9.423728813559322
494,38,9.542372881355933
495,37,9.457627118644067
496,40,9.59322033898305
497,37,9.440677966101696
498,37,9.491525423728813
499,33,9.40677966101695
500,39,9.525423728813559
501,41,9.525423728813559
502,38,9.576271186440678
503,34,9.322033898305085
504,40,9.59322033898305
505,41,9.559322033898304
506,38,9.525423728813559
507,39,9.542372881355933
508,45,9.694915254237289
509,42,9.610169491525424
510,37,9.423728813559322
511,35,9.389830508474576
512,38,9.491525423728813
513,38,9.423728813559322
514,41,9.542372881355933
515,33,9.372881355932204
516,39,9.576271186440678
517,36,9.542372881355933
518,38,9.474576271186441
519,31,9.305084745762711
520,32,9.372881355932204
521,39,9.525423728813559
522,36,9.474576271186441
523,39,9.457627118644067
524,36,9.542372881355933
525,39,9.508474576271187
526,37,9.525423728813559
527,40,9.59322033898305
528,36,9.457627118644067
529,37,9.491525423728813
530,33,9.40677966101695
531,34,9.389830508474576
532,38,9.491525423728813
533,37,9.423728813559322
534,29,9.372881355932204
535,32,9.40677966101695
536,35,9.457627118644067
537,42,9.525423728813559
538,35,9.457627118644067
539,36,9.474576271186441
540,34,9.372881355932204
541,42,9.59322033898305
542,41,9.627118644067796
543,37,9.474576271186441
544,34,9.372881355932204
545,33,9.389830508474576
546,38,9.491525423728813
547,34,9.389830508474576
548,38,9.508474576271187
549,36,9.491525423728813
550,36,9.40677966101695
551,35,9.372881355932204
552,43,9.627118644067796
553,41,9.491525423728813
554,36,9.491525423728813
555,34,9.423728813559322
556,34,9.474576271186441
557,36,9.35593220338983
558,35,9.40677966101695
559,35,9.440677966101696
560,35,9.457627118644067
561,41,9.525423728813559
562,32,9.389830508474576
563,38,9.474576271186441
564,32,9.322033898305085
565,40,9.559322033898304
566,39,9.576271186440678
567,37,9.457627118644067
568,38,9.59322033898305
569,37,9.508474576271187
570,36,9.474576271186441
571,38,9.525423728813559
572,37,9.542372881355933
573,36,9.389830508474576
574,35,9.474576271186441
575,36,9.440677966101696
576,34,9.474576271186441
577,39,9.508474576271187
578,43,9.627118644067796
579,32,9.389830508474576
580,34,9.389830508474576
581,39,9.576271186440678
582,35,9.440677966101696
583,38,9.491525423728813
584,41,9.610169491525424
585,38,9.491525423728813
586,38,9.508474576271187
587,40,9.559322033898304
588,39,9.508474576271187
589,37,9.372881355932204
590,39,9.474576271186441
591,33,9.389830508474576
592,39,9.491525423728813
593,39,9.491525423728813
594,37,9.457627118644067
595,41,9.610169491525424
596,36,9.440677966101696
597,39,9.525423728813559
598,30,9.288135593220339
599,35,9.440677966101696
600,37,9.525423728813559
601,34,9.474576271186441
602,37,9.440677966101696
603,39,9.559322033898304
604,38,9.474576271186441
605,42,9.610169491525424
606,38,9.389830508474576
607,38,9.542372881355933
608,33,9.440677966101696
609,43,9.59322033898305
610,38,9.525423728813559
611,35,9.423728813559322
612,34,9.491525423728813
613,35,9.457627118644067
614,37,9.491525423728813
615,40,9.610169491525424
616,38,9.474576271186441
617,41,9.559322033898304
618,35,9.508474576271187
619,36,9.457627118644067
620,35,9.440677966101696
621,40,9.542372881355933
622,34,9.305084745762711
623,37,9.440677966101696
624,37,9.474576271186441
625,39,9.542372881355933
626,38,9.474576271186441
627,35,9.40677966101695
628,35,9.389830508474576
629,41,9.59322033898305
630,33,9.423728813559322
631,35,9.423728813559322
632,41,9.525423728813559
633,38,9.474576271186441
634,37,9.423728813559322
635,33,9.372881355932204
636,31,9.338983050847459
637,36,9.491525423728813
638,36,9.525423728813559
639,38,9.474576271186441
640,37,9.542372881355933
641,39,9.525423728813559
642,35,9.40677966101695
643,41,9.59322033898305
644,35,9.35593220338983
645,37,9.423728813559322
646,39,9.525423728813559
647,37,9.59322033898305
648,36,9.457627118644067
649,38,9.491525423728813
650,39,9.59322033898305
651,36,9.440677966101696
652,35,9.423728813559322
653,40,9.576271186440678
654,41,9.542372881355933
655,37,9.525423728813559
656,37,9.491525423728813
657,38,9.389830508474576
658,36,9.491525423728813
659,35,9.491525423728813
660,32,9.40677966101695
661,39,9.491525423728813
662,36,9.440677966101696
663,38,9.610169491525424
664,39,9.525423728813559
665,37,9.474576271186441
666,37,9.491525423728813
667,39,9.508474576271187
668,37,9.372881355932204
669,40,9.610169491525424
670,35,9.35593220338983
671,36,9.440677966101696
672,36,9.440677966101696
673,41,9.576271186440678
674,38,9.491525423728813
675,37,9.542372881355933
676,37,9.491525423728813
677,33,9.288135593220339
678,37,9.508474576271187
679,40,9.491525423728813
680,39,9.525423728813559
681,35,9.389830508474576
682,33,9.288135593220339
683,36,9.559322033898304
684,38,9.440677966101696
685,38,9.491525423728813
686,40,9.627118644067796
687,40,9.491525423728813
688,38,9.576271186440678
689,35,9.474576271186441
690,37,9.491525423728813
691,35,9.474576271186441
692,38,9.423728813559322
693,34,9.423728813559322
694,37,9.576271186440678
695,40,9.610169491525424
696,40,9.610169491525424
697,35,9.423728813559322
698,38,9.423728813559322
699,41,9.508474576271187
700,42,9.627118644067796
701,38,9.372881355932204
702,39,9.474576271186441
703,37,9.542372881355933
704,37,9.423728813559322
705,38,9.559322033898304
706,39,9.508474576271187
707,40,9.525423728813559
708,38,9.559322033898304
709,35,9.423728813559322
710,44,9.661016949152541
711,37,9.440677966101696
712,35,9.40677966101695
713,33,9.457627118644067
714,42,9.59322033898305
715,36,9.474576271186441
716,35,9.372881355932204
717,43,9.64406779661017
718,38,9.525423728813559
719,36,9.491525423728813
720,38,9.610169491525424
721,40,9.59322033898305
722,39,9.525423728813559
723,33,9.35593220338983
724,42,9.59322033898305
725,35,9.474576271186441
726,39,9.610169491525424
727,35,9.440677966101696
728,30,9.254237288135593
729,38,9.576271186440678
730,39,9.59322033898305
731,38,9.423728813559322
732,38,9.457627118644067
733,37,9.440677966101696
734,36,9.508474576271187
735,38,9.59322033898305
736,37,9.372881355932204
737,35,9.457627118644067
738,40,9.576271186440678
739,36,9.508474576271187
740,34,9.389830508474576
741,36,9.508474576271187
742,39,9.491525423728813
743,38,9.508474576271187
744,30,9.305084745762711
745,35,9.440677966101696
746,38,9.525423728813559
747,36,9.423728813559322
748,36,9.474576271186441
749,38,9.542372881355933
750,41,9.610169491525424
751,38,9.559322033898304
752,43,9.64406779661017
753,34,9.474576271186441
754,35,9.559322033898304
755,36,9.372881355932204
756,36,9.508474576271187
757,36,9.40677966101695
758,39,9.559322033898304
759,34,9.423728813559322
760,35,9.40677966101695
761,41,9.525423728813559
762,37,9.491525423728813
763,35,9.457627118644067
764,42,9.59322033898305
765,34,9.40677966101695
766,38,9.542372881355933
767,36,9.423728813559322
768,34,9.457627118644067
769,34,9.35593220338983
770,37,9.508474576271187
771,40,9.542372881355933
772,42,9.59322033898305
773,39,9.457627118644067
774,33,9.389830508474576
775,36,9.440677966101696
776,42,9.559322033898304
777,32,9.423728813559322
778,35,9.457627118644067
779,36,9.40677966101695
780,36,9.491525423728813
781,39,9.542372881355933
782,40,9.559322033898304
783,38,9.491525423728813
784,35,9.40677966101695
785,37,9.491525423728813
786,35,9.372881355932204
787,41,9.542372881355933
788,37,9.559322033898304
789,37,9.59322033898305
790,41,9.559322033898304
791,36,9.40677966101695
792,35,9.440677966101696
793,36,9.508474576271187
794,38,9.440677966101696
795,39,9.576271186440678
796,35,9.474576271186441
797,38,9.59322033898305
798,40,9.59322033898305
799,38,9.59322033898305
800,29,9.23728813559322
801,37,9.491525423728813
802,34,9.440677966101696
803,41,9.627118644067796
804,34,9.440677966101696
805,36,9.440677966101696
806,37,9.491525423728813
807,42,9.559322033898304
808,35,9.508474576271187
809,37,9.491525423728813
810,37,9.440677966101696
811,37,9.40677966101695
812,37,9.525423728813559
813,35,9.423728813559322
814,41,9.576271186440678
815,38,9.40677966101695
816,41,9.610169491525424
817,33,9.423728813559322
818,37,9.440677966101696
819,43,9.627118644067796
820,41,9.576271186440678
821,38,9.525423728813559
822,38,9.491525423728813
823,43,9.661016949152541
824,40,9.457627118644067
825,41,9.610169491525424
826,39,9.457627118644067
827,42,9.508474576271187
828,39,9.474576271186441
829,37,9.457627118644067
830,37,9.457627118644067
831,35,9.40677966101695
832,37,9.491525423728813
833,37,9.389830508474576
834,36,9.423728813559322
835,33,9.457627118644067
836,33,9.372881355932204
837,36,9.440677966101696
838,30,9.288135593220339
839,36,9.457627118644067
840,40,9.542372881355933
841,41,9.559322033898304
842,39,9.59322033898305
843,36,9.423728813559322
844,34,9.40677966101695
845,39,9.440677966101696
846,32,9.35593220338983
847,38,9.389830508474576
848,44,9.59322033898305
849,37,9.423728813559322
850,36,9.457627118644067
851,32,9.35593220338983
852,42,9.542372881355933
853,37,9.474576271186441
854,36,9.508474576271187
855,39,9.525423728813559
856,33,9.440677966101696
857,40,9.491525423728813
858,33,9.35593220338983
859,37,9.372881355932204
860,35,9.457627118644067
861,37,9.457627118644067
862,38,9.525423728813559
863,38,9.559322033898304
864,38,9.542372881355933
865,37,9.440677966101696
866,40,9.508474576271187
867,38,9.457627118644067
868,33,9.423728813559322
869,38,9.457627118644067
870,38,9.576271186440678
871,42,9.508474576271187
872,36,9.40677966101695
873,33,9.457627118644067
874,37,9.474576271186441
875,39,9.525423728813559
876,35,9.474576271186441
877,32,9.372881355932204
878,36,9.474576271186441
879,40,9.59322033898305
880,38,9.474576271186441
881,35,9.542372881355933
882,35,9.491525423728813
883,37,9.457627118644067
884,34,9.40677966101695
885,39,9.542372881355933
886,35,9.40677966101695
887,38,9.508474576271187
888,34,9.40677966101695
889,38,9.474576271186441
890,34,9.457627118644067
891,34,9.40677966101695
892,38,9.525423728813559
893,34,9.423728813559322
894,31,9.389830508474576
895,35,9.389830508474576
896,37,9.491525423728813
897,35,9.525423728813559
898,39,9.508474576271187
899,42,9.59322033898305
900,36,9.474576271186441
901,36,9.491525423728813
902,37,9.525423728813559
903,39,9.508474576271187
904,33,9.457627118644067
905,37,9.440677966101696
906,39,9.457627118644067
907,36,9.474576271186441
908,38,9.525423728813559
909,38,9.440677966101696
910,34,9.423728813559322
911,35,9.457627118644067
912,33,9.305084745762711
913,37,9.423728813559322
914,34,9.389830508474576
915,38,9.474576271186441
916,36,9.457627118644067
917,34,9.35593220338983
918,32,9.35593220338983
919,36,9.508474576271187
920,31,9.372881355932204
921,41,9.542372881355933
922,39,9.40677966101695
923,35,9.474576271186441
924,42,9.610169491525424
925,42,9.59322033898305
926,39,9.576271186440678
927,31,9.288135593220339
928,36,9.440677966101696
929,37,9.440677966101696
930,35,9.423728813559322
931,34,9.508474576271187
932,34,9.423728813559322
933,37,9.389830508474576
934,36,9.525423728813559
935,33,9.338983050847459
936,35,9.508474576271187
937,37,9.576271186440678
938,33,9.389830508474576
939,42,9.59322033898305
940,36,9.372881355932204
941,44,9.627118644067796
942,37,9.474576271186441
943,34,9.440677966101696
944,36,9.491525423728813
945,36,9.423728813559322
946,40,9.576271186440678
947,34,9.40677966101695
948,39,9.559322033898304
949,38,9.525423728813559
950,41,9.59322033898305
951,40,9.525423728813559
952,30,9.372881355932204
953,34,9.338983050847459
954,37,9.508474576271187
955,39,9.576271186440678
956,34,9.423728813559322
957,37,9.542372881355933
958,38,9.542372881355933
959,37,9.457627118644067
960,37,9.474576271186441
961,38,9.474576271186441
962,34,9.440677966101696
963,42,9.491525423728813
964,36,9.40677966101695
965,41,9.559322033898304
966,38,9.576271186440678
967,42,9.525423728813559
968,42,9.59322033898305
969,34,9.423728813559322
970,28,9.35593220338983
971,37,9.542372881355933
972,38,9.457627118644067
973,35,9.338983050847459
974,36,9.542372881355933
975,39,9.525423728813559
976,37,9.508474576271187
977,34,9.474576271186441
978,36,9.423728813559322
979,38,9.525423728813559
980,41,9.610169491525424
981,37,9.491525423728813
982,39,9.525423728813559
983,36,9.59322033898305
984,33,9.372881355932204
985,40,9.423728813559322
986,31,9.389830508474576
987,33,9.389830508474576
988,33,9.338983050847459
989,35,9.474576271186441
990,39,9.457627118644067
991,35,9.457627118644067
992,38,9.59322033898305
993,36,9.372881355932204
994,38,9.423728813559322
995,40,9.661016949152541
996,43,9.542372881355933
997,40,9.508474576271187
998,36,9.457627118644067
999,37,9.457627118644067
