replicate,category_id,jaccard,matched_cluster,status
4,13,0.021391304347826087,4.0,ok
4,14,0.024695652173913042,4.0,ok
4,15,0.05669565217391304,4.0,ok
4,16,0.018260869565217393,4.0,ok
4,17,0.01,0.0,ok
4,18,0.08242044861763172,4.0,ok
4,19,0.01582608695652174,4.0,ok
4,20,0.008695652173913044,4.0,ok
4,21,0.018434782608695653,4.0,ok
4,22,0.009391304347826087,4.0,ok
4,23,0.01008695652173913,4.0,ok
4,24,0.008521739130434783,4.0,ok
4,25,0.01026086956521739,4.0,ok
4,26,0.014434782608695651,4.0,ok
4,27,0.10450356459746131,4.0,ok
4,28,0.011652173913043478,4.0,ok
4,29,0.008869565217391304,4.0,ok
4,30,0.019478260869565216,4.0,ok
4,31,0.021739130434782608,4.0,ok
4,32,0.006434782608695652,4.0,ok
4,33,0.01617391304347826,4.0,ok
5,0,0.9698795180722891,0.0,ok
5,1,0.9795918367346939,1.0,ok
5,2,0.8695652173913043,2.0,ok
5,3,0.918918918918919,3.0,ok
5,4,0.918918918918919,4.0,ok
5,5,0.0,,no_overlapping_cluster
5,6,0.96,10.0,ok
5,7,0.0,,no_overlapping_cluster
5,8,0.9072164948453608,5.0,ok
5,9,0.8857142857142857,14.0,ok
5,10,0.9090909090909091,6.0,ok
5,11,0.7192982456140351,11.0,ok
5,12,0.8914728682170543,16.0,ok
5,13,0.7938931297709924,15.0,ok
5,14,0.9050632911392406,9.0,ok
5,15,0.9316770186335404,8.0,ok
5,16,0.6981132075471698,20.0,ok
5,17,0.7307692307692307,7.0,ok
5,18,0.8216432865731463,12.0,ok
5,19,0.7634408602150538,13.0,ok
5,20,0.711864406779661,22.0,ok
5,21,0.6614173228346457,23.0,ok
5,22,0.8214285714285714,24.0,ok
5,23,0.7258064516129032,18.0,ok
5,24,0.5,21.0,ok
5,25,0.0,,no_overlapping_cluster
5,26,0.7555555555555555,25.0,ok
5,27,0.7415565345080763,26.0,ok
5,28,0.5182481751824818,27.0,ok
5,29,0.2635135135135135,27.0,ok
5,30,0.8283582089552238,17.0,ok
5,31,0.6521739130434783,19.0,ok
5,32,0.5,28.0,ok
5,33,0.788135593220339,29.0,ok
6,0,0.9818181818181818,0.0,ok
6,1,0.9797979797979798,1.0,ok
6,2,0.9285714285714286,4.0,ok
6,3,0.9090909090909091,2.0,ok
6,4,0.868421052631579,3.0,ok
6,5,0.014164305949008499,11.0,ok
6,6,0.9595687331536388,8.0,ok
6,7,0.0055248618784530384,28.0,ok
6,8,0.0,,no_overlapping_cluster
6,9,0.8869565217391304,7.0,ok
6,10,0.9,15.0,ok
6,11,0.8461538461538461,5.0,ok
6,12,0.8793103448275862,10.0,ok
6,13,0.6451612903225806,9.0,ok
6,14,0.8258064516129032,6.0,ok
6,15,0.8944281524926686,11.0,ok
6,16,0.8035714285714286,14.0,ok
6,17,0.703125,12.0,ok
6,18,0.78515625,25.0,ok
6,19,0.7362637362637363,19.0,ok
6,20,0.631578947368421,13.0,ok
6,21,0.7272727272727273,18.0,ok
6,22,0.8529411764705882,16.0,ok
6,23,0.7413793103448276,27.0,ok
6,24,0.6567164179104478,17.0,ok
6,25,0.6461538461538462,21.0,ok
6,26,0.8620689655172413,20.0,ok
6,27,0.7842605156037992,22.0,ok
6,28,0.7241379310344828,23.0,ok
6,29,0.11764705882352941,24.0,ok
6,30,0.7350427350427351,26.0,ok
6,31,0.7365269461077845,28.0,ok
6,32,0.1522633744855967,24.0,ok
6,33,0.3253012048192771,24.0,ok
7,0,0.9265536723163842,1.0,ok
7,1,0.9578947368421052,0.0,ok
7,2,0.8936170212765957,3.0,ok
7,3,0.9230769230769231,2.0,ok
7,4,0.0,,no_overlapping_cluster
7,5,0.0,,no_overlapping_cluster
7,6,0.9657894736842105,6.0,ok
7,7,0.014492753623188406,3.0,ok
7,8,0.92,4.0,ok
7,9,0.9245283018867925,5.0,ok
7,10,0.8367346938775511,15.0,ok
7,11,0.8703703703703703,9.0,ok
7,12,0.9646017699115044,11.0,ok
7,13,0.8294573643410853,10.0,ok
7,14,0.8266666666666667,13.0,ok
7,15,0.922360248447205,8.0,ok
7,16,0.8666666666666667,12.0,ok
7,17,0.5822784810126582,7.0,ok
7,18,0.8,18.0,ok
7,19,0.8526315789473684,16.0,ok
7,20,0.7142857142857143,14.0,ok
7,21,0.5125,20.0,ok
7,22,0.7843137254901961,17.0,ok
7,23,0.7611940298507462,22.0,ok
7,24,0.18064516129032257,20.0,ok
7,25,0.006666666666666667,4.0,ok
7,26,0.7216494845360825,24.0,ok
7,27,0.7317829457364341,25.0,ok
7,28,0.7875,19.0,ok
7,29,0.8545454545454545,26.0,ok
7,30,0.7372262773722628,21.0,ok
7,31,0.6976744186046512,23.0,ok
7,32,0.5714285714285714,28.0,ok
7,33,0.7456140350877193,27.0,ok
8,0,0.9824561403508771,0.0,ok
8,1,0.9120879120879121,3.0,ok
8,2,0.9166666666666666,1.0,ok
8,3,0.9523809523809523,2.0,ok
8,4,0.8292682926829268,5.0,ok
8,5,0.0078125,17.0,ok
8,6,0.9534246575342465,11.0,ok
8,7,0.00909090909090909,3.0,ok
8,8,0.9805825242718447,4.0,ok
8,9,0.8269230769230769,16.0,ok
8,10,0.9019607843137255,19.0,ok
8,11,0.7647058823529411,13.0,ok
8,12,0.9292035398230089,15.0,ok
8,13,0.8137931034482758,14.0,ok
8,14,0.8589743589743589,18.0,ok
8,15,0.9283489096573209,7.0,ok
8,16,0.8543689320388349,17.0,ok
8,17,0.6973684210526315,6.0,ok
8,18,0.8074074074074075,9.0,ok
8,19,0.7666666666666667,12.0,ok
8,20,0.6296296296296297,10.0,ok
8,21,0.6639344262295082,23.0,ok
8,22,0.7846153846153846,8.0,ok
8,23,0.8095238095238095,27.0,ok
8,24,0.7,24.0,ok
8,25,0.4444444444444444,25.0,ok
8,26,0.7184466019417476,29.0,ok
8,27,0.7560240963855421,30.0,ok
8,28,0.7536231884057971,21.0,ok
8,29,0.7547169811320755,20.0,ok
8,30,0.7906976744186046,26.0,ok
8,31,0.7225433526011561,28.0,ok
8,32,0.17525773195876287,22.0,ok
8,33,0.5051546391752577,22.0,ok
9,0,0.9461077844311377,0.0,ok
9,1,0.9540229885057471,1.0,ok
9,2,0.9523809523809523,2.0,ok
9,3,0.0066906845084920225,3.0,ok
9,4,0.006004460456338995,3.0,ok
9,5,0.005832904443300738,3.0,ok
9,6,0.06465443320185217,3.0,ok
9,7,0.0051466803911477095,3.0,ok
9,8,0.016297821238634415,3.0,ok
9,9,0.018871161434208267,3.0,ok
9,10,0.00789157659975982,3.0,ok
9,11,0.007548464573683308,3.0,ok
9,12,0.01990049751243781,3.0,ok
9,13,0.0195573854863613,3.0,ok
9,14,0.024189397838394237,3.0,ok
9,15,0.050952135872362324,3.0,ok
9,16,0.016812489277749185,3.0,ok
9,17,0.02336448598130841,0.0,ok
9,18,0.08234688625836335,3.0,ok
9,19,0.016469377251672673,3.0,ok
9,20,0.00857780065191285,3.0,ok
9,21,0.016640933264710927,3.0,ok
9,22,0.008920912677989364,3.0,ok
9,23,0.009607136730142391,3.0,ok
9,24,0.007720020586721565,3.0,ok
9,25,0.00857780065191285,3.0,ok
9,26,0.014925373134328358,3.0,ok
9,27,0.10722250814891061,3.0,ok
9,28,0.011322696860524962,3.0,ok
9,29,0.00857780065191285,3.0,ok
9,30,0.019214273460284783,3.0,ok
9,31,0.023846285812317722,3.0,ok
9,32,0.006862240521530279,3.0,ok
9,33,0.016126265225596157,3.0,ok
10,0,0.9811320754716981,0.0,ok
10,1,0.9611650485436893,2.0,ok
10,2,0.9361702127659575,1.0,ok
10,3,0.0008664009703690869,4.0,ok
10,4,0.9024390243902439,3.0,ok
10,5,0.004531985358201151,4.0,ok
10,6,0.06728255185637093,4.0,ok
10,7,0.0047062924873627334,4.0,ok
10,8,0.01603625588286561,4.0,ok
10,9,0.018302248561966186,4.0,ok
10,10,0.008192435070594388,4.0,ok
10,11,0.007320899424786474,4.0,ok
10,12,0.019522398466097265,4.0,ok
10,13,0.020916855499389923,4.0,ok
10,14,0.02579745511591424,4.0,ok
10,15,0.05089768171518215,4.0,ok
10,16,0.016907791528673524,4.0,ok
10,17,0.009236667828511676,4.0,ok
10,18,0.08556988497734402,4.0,ok
10,19,0.016210563012027192,4.0,ok
10,20,0.008541049328917553,4.0,ok
10,21,0.018302248561966186,4.0,ok
10,22,0.009238277845563884,4.0,ok
10,23,0.008889663587240719,4.0,ok
10,24,0.009761199233048632,4.0,ok
10,25,0.010109813491371798,4.0,ok
10,26,0.015164720237057696,4.0,ok
10,27,0.10754749869269653,4.0,ok
10,28,0.01098134913717971,4.0,ok
10,29,0.009063970716402301,4.0,ok
10,30,0.019696705595258848,4.0,ok
10,31,0.024228690953459996,4.0,ok
10,32,0.006797978037301726,4.0,ok
10,33,0.017430712916158272,4.0,ok
11,0,0.9754601226993865,0.0,ok
11,1,0.9714285714285714,1.0,ok
11,2,0.7755102040816326,2.0,ok
11,3,0.0,,no_overlapping_cluster
11,4,0.5882352941176471,4.0,ok
11,5,0.012195121951219513,2.0,ok
11,6,0.941952506596306,7.0,ok
11,7,0.00510204081632653,7.0,ok
11,8,0.9292929292929293,5.0,ok
11,9,0.9047619047619048,6.0,ok
11,10,0.9615384615384616,3.0,ok
11,11,0.926829268292683,8.0,ok
11,12,0.8429752066115702,10.0,ok
11,13,0.5158730158730159,11.0,ok
11,14,0.8271604938271605,14.0,ok
11,15,0.926984126984127,9.0,ok
11,16,0.584,16.0,ok
11,17,0.78,13.0,ok
11,18,0.691089108910891,27.0,ok
11,19,0.8349514563106796,20.0,ok
11,20,0.8032786885245902,12.0,ok
11,21,0.7117117117117117,18.0,ok
11,22,0.796875,17.0,ok
11,23,0.7605633802816901,15.0,ok
11,24,0.68,19.0,ok
11,25,0.5384615384615384,21.0,ok
11,26,0.6201550387596899,24.0,ok
11,27,0.7465437788018433,25.0,ok
11,28,0.5979381443298969,26.0,ok
11,29,0.6792452830188679,28.0,ok
11,30,0.6982758620689655,23.0,ok
11,31,0.7919463087248322,22.0,ok
11,32,0.16666666666666666,26.0,ok
11,33,0.6218487394957983,29.0,ok
12,0,0.9698795180722891,1.0,ok
12,1,0.9361702127659575,2.0,ok
12,2,0.8888888888888888,0.0,ok
12,3,0.013888888888888888,3.0,ok
12,4,0.7804878048780488,3.0,ok
12,5,0.0029154518950437317,8.0,ok
12,6,0.9651474530831099,6.0,ok
12,7,0.01639344262295082,4.0,ok
12,8,0.9270833333333334,4.0,ok
12,9,0.8727272727272727,5.0,ok
12,10,0.9230769230769231,16.0,ok
12,11,0.8,7.0,ok
12,12,0.9444444444444444,10.0,ok
12,13,0.7943262411347518,9.0,ok
12,14,0.874251497005988,14.0,ok
12,15,0.9272151898734177,8.0,ok
12,16,0.5504587155963303,17.0,ok
12,17,0.0017271157167530224,11.0,ok
12,18,0.7674825174825175,11.0,ok
12,19,0.8144329896907216,13.0,ok
12,20,0.6481481481481481,12.0,ok
12,21,0.6730769230769231,20.0,ok
12,22,0.7272727272727273,21.0,ok
12,23,0.7272727272727273,23.0,ok
12,24,0.6792452830188679,19.0,ok
12,25,0.527027027027027,22.0,ok
12,26,0.061591695501730104,15.0,ok
12,27,0.4143646408839779,15.0,ok
12,28,0.04160887656033287,15.0,ok
12,29,0.03044982698961938,15.0,ok
12,30,0.75,18.0,ok
12,31,0.7560975609756098,24.0,ok
12,32,0.025676613462873005,15.0,ok
12,33,0.06527777777777778,15.0,ok
13,0,0.963855421686747,0.0,ok
13,1,0.941747572815534,1.0,ok
13,2,0.8723404255319149,2.0,ok
13,3,0.0,,no_overlapping_cluster
13,4,0.0,,no_overlapping_cluster
13,5,0.0,,no_overlapping_cluster
13,6,0.9841269841269841,6.0,ok
13,7,0.072,5.0,ok
13,8,0.8773584905660378,5.0,ok
13,9,0.8737864077669902,8.0,ok
13,10,0.9298245614035088,3.0,ok
13,11,0.8260869565217391,9.0,ok
13,12,0.95,11.0,ok
13,13,0.6985294117647058,10.0,ok
13,14,0.8701298701298701,19.0,ok
13,15,0.8948948948948949,4.0,ok
13,16,0.5656565656565656,15.0,ok
13,17,0.051188299817184646,7.0,ok
13,18,0.7629233511586453,7.0,ok
13,19,0.67,14.0,ok
13,20,0.8548387096774194,16.0,ok
13,21,0.743801652892562,22.0,ok
13,22,0.8571428571428571,12.0,ok
13,23,0.8421052631578947,18.0,ok
13,24,0.6415094339622641,23.0,ok
13,25,0.6724137931034483,24.0,ok
13,26,0.08581235697940504,13.0,ok
13,27,0.6569832402234637,13.0,ok
13,28,0.7582417582417582,17.0,ok
13,29,0.7894736842105263,20.0,ok
13,30,0.7419354838709677,25.0,ok
13,31,0.7712418300653595,26.0,ok
13,32,0.15846994535519127,21.0,ok
13,33,0.5054945054945055,21.0,ok
14,0,0.9567901234567902,1.0,ok
14,1,0.9795918367346939,0.0,ok
14,2,0.9183673469387755,2.0,ok
14,3,0.006802721088435374,10.0,ok
14,4,0.8611111111111112,3.0,ok
14,5,0.0030120481927710845,7.0,ok
14,6,0.8968824940047961,5.0,ok
14,7,0.05995203836930456,5.0,ok
14,8,0.8979591836734694,4.0,ok
14,9,0.8956521739130435,6.0,ok
14,10,0.9555555555555556,12.0,ok
14,11,0.7962962962962963,8.0,ok
14,12,0.8828125,9.0,ok
14,13,0.7925925925925926,10.0,ok
14,14,0.9119496855345912,13.0,ok
14,15,0.954248366013072,7.0,ok
14,16,0.7669902912621359,14.0,ok
14,17,0.0035460992907801418,11.0,ok
14,18,0.843065693430657,11.0,ok
14,19,0.6451612903225806,18.0,ok
14,20,0.8269230769230769,15.0,ok
14,21,0.5789473684210527,21.0,ok
14,22,0.7540983606557377,19.0,ok
14,23,0.8260869565217391,24.0,ok
14,24,0.5666666666666667,20.0,ok
14,25,0.684931506849315,25.0,ok
14,26,0.794392523364486,16.0,ok
14,27,0.792778649921507,22.0,ok
14,28,0.3742690058479532,17.0,ok
14,29,0.2909090909090909,17.0,ok
14,30,0.7203389830508474,26.0,ok
14,31,0.7338129496402878,27.0,ok
14,32,0.18181818181818182,23.0,ok
14,33,0.4712041884816754,23.0,ok
15,0,0.9367816091954023,0.0,ok
15,1,0.9787234042553191,1.0,ok
15,2,1.0,3.0,ok
15,3,0.975,4.0,ok
15,4,0.0,,no_overlapping_cluster
15,5,0.0,,no_overlapping_cluster
15,6,0.9558011049723757,11.0,ok
15,7,0.0,,no_overlapping_cluster
15,8,0.9591836734693877,5.0,ok
15,9,0.8761904761904762,12.0,ok
15,10,0.9642857142857143,2.0,ok
15,11,0.8627450980392157,8.0,ok
15,12,0.9065420560747663,9.0,ok
15,13,0.7586206896551724,10.0,ok
15,14,0.8260869565217391,16.0,ok
15,15,0.930921052631579,17.0,ok
15,16,0.61,13.0,ok
15,17,0.2222222222222222,6.0,ok
15,18,0.8056112224448898,19.0,ok
15,19,0.9117647058823529,7.0,ok
15,20,0.765625,18.0,ok
15,21,0.5949367088607594,20.0,ok
15,22,0.8548387096774194,21.0,ok
15,23,0.8032786885245902,26.0,ok
15,24,0.6071428571428571,23.0,ok
15,25,0.64,25.0,ok
15,26,0.8505747126436781,28.0,ok
15,27,0.7720364741641338,29.0,ok
15,28,0.7714285714285715,15.0,ok
15,29,0.8363636363636363,14.0,ok
15,30,0.784,22.0,ok
15,31,0.7607361963190185,24.0,ok
15,32,0.19886363636363635,27.0,ok
15,33,0.4808743169398907,27.0,ok
16,0,0.98125,0.0,ok
16,1,1.0,1.0,ok
16,2,0.9534883720930233,3.0,ok
16,3,0.8292682926829268,2.0,ok
16,4,0.0,,no_overlapping_cluster
16,5,0.003003003003003003,6.0,ok
16,6,0.9160493827160494,8.0,ok
16,7,0.046341463414634146,8.0,ok
16,8,0.9528301886792453,5.0,ok
16,9,0.8962264150943396,9.0,ok
16,10,0.9545454545454546,4.0,ok
16,11,0.803921568627451,14.0,ok
16,12,0.9166666666666666,15.0,ok
16,13,0.7681159420289855,16.0,ok
16,14,0.8961038961038961,7.0,ok
16,15,0.8923076923076924,6.0,ok
16,16,0.7849462365591398,19.0,ok
16,17,0.6666666666666666,11.0,ok
16,18,0.8144329896907216,12.0,ok
16,19,0.8125,13.0,ok
16,20,0.8333333333333334,20.0,ok
16,21,0.6697247706422018,27.0,ok
16,22,0.8571428571428571,17.0,ok
16,23,0.7096774193548387,28.0,ok
16,24,0.603448275862069,26.0,ok
16,25,0.7285714285714285,25.0,ok
16,26,0.8260869565217391,23.0,ok
16,27,0.8440366972477065,24.0,ok
16,28,0.8108108108108109,18.0,ok
16,29,0.26229508196721313,22.0,ok
16,30,0.7692307692307693,30.0,ok
16,31,0.7792207792207793,29.0,ok
16,32,0.6511627906976745,21.0,ok
16,33,0.48148148148148145,22.0,ok
17,0,0.9820359281437125,0.0,ok
17,1,0.967391304347826,2.0,ok
17,2,0.875,1.0,ok
17,3,0.012658227848101266,3.0,ok
17,4,0.925,3.0,ok
17,5,0.9487179487179487,4.0,ok
17,6,0.9482288828337875,7.0,ok
17,7,0.015748031496062992,6.0,ok
17,8,0.9029126213592233,6.0,ok
17,9,0.9174311926605505,8.0,ok
17,10,0.9122807017543859,13.0,ok
17,11,0.9302325581395349,10.0,ok
17,12,0.9322033898305084,11.0,ok
17,13,0.8163265306122449,12.0,ok
17,14,0.8776978417266187,14.0,ok
17,15,0.9024390243902439,5.0,ok
17,16,0.865979381443299,9.0,ok
17,17,0.8064516129032258,15.0,ok
17,18,0.7571428571428571,20.0,ok
17,19,0.6767676767676768,16.0,ok
17,20,0.6923076923076923,18.0,ok
17,21,0.7073170731707317,19.0,ok
17,22,0.703125,17.0,ok
17,23,0.7538461538461538,28.0,ok
17,24,0.0,,no_overlapping_cluster
17,25,0.676923076923077,26.0,ok
17,26,0.7777777777777778,21.0,ok
17,27,0.7613941018766756,22.0,ok
17,28,0.5825242718446602,23.0,ok
17,29,0.23728813559322035,23.0,ok
17,30,0.8062015503875969,25.0,ok
17,31,0.7342657342657343,27.0,ok
17,32,0.14705882352941177,24.0,ok
17,33,0.48292682926829267,24.0,ok
18,0,0.9583333333333334,0.0,ok
18,1,0.9897959183673469,2.0,ok
18,2,0.9,1.0,ok
18,3,0.918918918918919,4.0,ok
18,4,0.8095238095238095,3.0,ok
18,5,0.0,,no_overlapping_cluster
18,6,0.9712041884816754,6.0,ok
18,7,0.10483870967741936,10.0,ok
18,8,0.7739130434782608,10.0,ok
18,9,0.9174311926605505,9.0,ok
18,10,0.9259259259259259,5.0,ok
18,11,0.8367346938775511,13.0,ok
18,12,0.8928571428571429,15.0,ok
18,13,0.7560975609756098,14.0,ok
18,14,0.86,7.0,ok
18,15,0.921875,8.0,ok
18,16,0.88,11.0,ok
18,17,0.6111111111111112,16.0,ok
18,18,0.7541666666666667,27.0,ok
18,19,0.84375,17.0,ok
18,20,0.7058823529411765,21.0,ok
18,21,0.6578947368421053,20.0,ok
18,22,0.7758620689655172,12.0,ok
18,23,0.7846153846153846,19.0,ok
18,24,0.3208955223880597,18.0,ok
18,25,0.30714285714285716,18.0,ok
18,26,0.6363636363636364,24.0,ok
18,27,0.7314112291350531,28.0,ok
18,28,0.8153846153846154,25.0,ok
18,29,0.8076923076923077,26.0,ok
18,30,0.8813559322033898,23.0,ok
18,31,0.7843137254901961,22.0,ok
18,32,0.1902439024390244,29.0,ok
18,33,0.4449760765550239,29.0,ok
19,0,0.9132947976878613,0.0,ok
19,1,0.9888888888888889,1.0,ok
19,2,0.8863636363636364,2.0,ok
19,3,0.00515818431911967,3.0,ok
19,4,0.005330123796423659,3.0,ok
19,5,0.0060178817056396145,3.0,ok
19,6,0.0625644551392231,3.0,ok
19,7,0.004298486932599725,3.0,ok
19,8,0.0171939477303989,3.0,ok
19,9,0.0187414030261348,3.0,ok
19,10,0.008253094910591471,3.0,ok
19,11,0.008253094910591471,3.0,ok
19,12,0.01925722145804677,3.0,ok
19,13,0.02200825309491059,3.0,ok
19,14,0.024071526822558458,3.0,ok
19,15,0.05330123796423659,3.0,ok
19,16,0.0171939477303989,3.0,ok
19,17,0.0365296803652968,0.0,ok
19,18,0.08235900962861073,3.0,ok
19,19,0.015130674002751032,3.0,ok
19,20,0.008253094910591471,3.0,ok
19,21,0.01685006877579092,3.0,ok
19,22,0.009112792297111417,3.0,ok
19,23,0.009112792297111417,3.0,ok
19,24,0.00859697386519945,3.0,ok
19,25,0.008768913342503439,3.0,ok
19,26,0.014786795048143054,3.0,ok
19,27,0.10711829436038514,3.0,ok
19,28,0.012379642365887207,3.0,ok
19,29,0.007909215955983494,3.0,ok
19,30,0.019429160935350756,3.0,ok
19,31,0.02372764786795048,3.0,ok
19,32,0.006189821182943604,3.0,ok
19,33,0.016334250343878955,3.0,ok
20,0,0.9775280898876404,0.0,ok
20,1,0.9655172413793104,1.0,ok
20,2,0.006997781191329579,2.0,ok
20,3,0.006656426011264721,2.0,ok
20,4,0.00546168288103772,2.0,ok
20,5,0.005973715651135006,2.0,ok
20,6,0.06041986687147977,2.0,ok
20,7,0.0047789725209080045,2.0,ok
20,8,0.014678272742788871,2.0,ok
20,9,0.01894521249359959,2.0,ok
20,10,0.009045912271718724,2.0,ok
20,11,0.006827103601297149,2.0,ok
20,12,0.01877453490356716,2.0,ok
20,13,0.021164021164021163,2.0,ok
20,14,0.02440689537463731,2.0,ok
20,15,0.05137395459976105,2.0,ok
20,16,0.01775046936337259,2.0,ok
20,17,0.010069977811913296,2.0,ok
20,18,0.0843147294760198,2.0,ok
20,19,0.015360983102918587,2.0,ok
20,20,0.008021846731524151,2.0,ok
20,21,0.018433179723502304,2.0,ok
20,22,0.010582010582010581,2.0,ok
20,23,0.00972862263184844,2.0,ok
20,24,0.008363201911589008,2.0,ok
20,25,0.008875234681686295,2.0,ok
20,26,0.014848950332821301,2.0,ok
20,27,0.1039426523297491,2.0,ok
20,28,0.01092336576207544,2.0,ok
20,29,0.007168458781362007,2.0,ok
20,30,0.01877453490356716,2.0,ok
