cluster,term,in_cluster,corpus_docfreq,cluster_size,expected,p,is_bigram,q
11,hobgood,3,3,53,0.027,6.619110852965788e-07,0,0.0001247127682566
11,josh,3,3,53,0.027,6.619110852965788e-07,0,0.0001247127682566
11,tyler hobgood,3,3,53,0.027,6.619110852965788e-07,1,0.0001247127682566
11,brent seager,3,4,53,0.036,2.6309966780752342e-06,1,0.0004380122247388
11,seagers,3,4,53,0.036,2.6309966780752342e-06,0,0.0004380122247388
11,greco,3,7,53,0.062,2.2589939700765308e-05,0,0.003018226975306
11,25 sms,2,3,53,0.027,0.0002309290968761,1,0.0243016188401573
11,ellis,2,3,53,0.027,0.0002309290968761,0,0.0243016188401573
11,tiffany ellis,2,3,53,0.027,0.0002309290968761,1,0.0243016188401573
11,clayton,2,4,53,0.036,0.0004592271970741,0,0.0446664103738438
11,sms,2,4,53,0.036,0.0004592271970741,0,0.0446664103738438
12,machine,63,104,67,1.168,4.275253369412388e-116,0,6.726042363428039e-112
12,20 machine,8,9,67,0.101,1.4666256567063997e-15,1,9.924166943713304e-13
12,77 machine,6,7,67,0.079,1.1073172502817939e-11,1,4.248992351233738e-09
12,mcdonald,6,7,67,0.079,1.1073172502817939e-11,0,4.248992351233738e-09
12,machine right,5,5,67,0.056,1.5346185351745303e-10,1,5.05620651405933e-08
12,20,10,58,67,0.651,5.431933982801619e-10,0,1.6513604132256324e-07
12,mcdonald machine,5,6,67,0.067,9.127917224817039e-10,1,2.63495335301714e-07
12,logan,6,20,67,0.225,5.468042176571208e-08,0,1.2159148203944386e-05
12,14 machine,4,5,67,0.056,7.201258373867404e-08,1,1.5845286345016635e-05
12,purple,3,4,67,0.045,5.370724583745407e-06,0,0.0008144089109761
12,77,7,75,67,0.842,1.7759463332703832e-05,0,0.002434864983719
12,14,6,61,67,0.685,5.4614986473755854e-05,0,0.006738643320713
12,94,3,10,67,0.112,0.0001535067951637,0,0.0168297582450495
12,13 machine,2,3,67,0.034,0.0003699424898457,1,0.036720001397465
12,machine number,2,3,67,0.034,0.0003699424898457,1,0.036720001397465
13,13,39,61,132,1.349,9.604828022270809e-52,0,2.627964467136965e-48
13,14,27,61,132,1.349,1.0930143595951915e-29,0,1.6776437475445214e-26
13,12,25,58,132,1.283,3.791354980549993e-27,0,5.0763823175747036e-24
13,22,19,34,132,0.752,1.327161443929498e-23,0,1.5466346234533942e-20
13,20,17,58,132,1.283,2.3519607870478584e-15,0,1.5745626843502312e-12
13,20 right,3,3,132,0.066,1.0586169521779913e-05,1,0.0014936942780394
13,inside 13,3,3,132,0.066,1.0586169521779913e-05,1,0.0014936942780394
13,21,5,16,132,0.354,1.7636753958272563e-05,0,0.0024233208004237
14,grab,6,12,397,0.798,5.471868324939377e-05,0,0.006738643320713
14,comes,11,48,397,3.194,0.0002358959674376,0,0.0247828601516751
14,right,56,530,397,35.262,0.0002549394698136,0,0.0265507972682177
14,going advantage,3,3,397,0.2,0.0002924374938739,1,0.0300213564265727
15,54,23,51,103,0.88,2.837461870307374e-28,0,3.9680327888542897e-25
15,64,21,42,103,0.725,4.4991933509048666e-27,0,5.662684751448865e-24
15,41,13,22,103,0.38,2.432947115750749e-18,0,2.1264633610304807e-15
15,33,13,26,103,0.449,4.8071778701690883e-17,0,3.601377421068342e-14
15,43,8,21,103,0.362,1.0130543156256298e-09,0,2.911027766316022e-07
15,32,5,8,103,0.138,7.474193325997019e-08,0,1.633163145850668e-05
15,33 got,4,4,103,0.069,8.378598903946548e-08,1,1.818155962156401e-05
15,43 got,3,3,103,0.052,4.996996386313722e-06,1,0.0007651118797827
15,50,6,33,103,0.57,1.7345263083841917e-05,0,0.0023937223812854
15,48,4,14,103,0.242,7.339199468371699e-05,0,0.0088478126924258
15,got hit,3,9,103,0.155,0.0003891092170639,1,0.0383202551327616
16,91,20,39,48,0.314,8.123117142515831e-34,0,1.5034934169956508e-30
16,98,8,8,48,0.064,9.511613348172339e-18,0,7.773582181824485e-15
16,091,10,19,48,0.153,3.66379440195645e-17,0,2.8464516261125853e-14
16,97,6,8,48,0.064,5.42853779923033e-12,0,2.1898582288818246e-09
16,97 right,3,3,48,0.024,4.887054610812613e-07,1,9.521434881066185e-05
16,91 going,2,3,48,0.024,0.0001891396374702,1,0.020276929107326
16,91 right,2,3,48,0.024,0.0001891396374702,1,0.020276929107326
17,77,36,75,53,0.666,4.630479575847525e-60,0,1.5336635774109725e-56
17,77 got,4,4,53,0.036,5.549221037026985e-09,1,1.4550519994171177e-06
17,72,6,19,53,0.169,9.120280974774848e-09,0,2.342609313235025e-06
17,got 77,4,5,53,0.044,2.756370583526785e-08,1,6.496569319151333e-06
17,72 going,3,3,53,0.027,6.619110852965788e-07,1,0.0001247127682566
17,got,14,344,53,3.055,1.0579602736619838e-06,0,0.0001894315961782
17,77 right,3,4,53,0.036,2.6309966780752342e-06,1,0.0004380122247388
17,76,4,15,53,0.133,7.044948462356214e-06,0,0.0010480818126148
17,75,4,18,53,0.16,1.5484163003574864e-05,0,0.0021415788523405
17,end 77,2,3,53,0.027,0.0002309290968761,1,0.0243016188401573
17,right 77,2,3,53,0.027,0.0002309290968761,1,0.0243016188401573
17,trying 77,2,3,53,0.027,0.0002309290968761,1,0.0243016188401573
17,sights,2,4,53,0.036,0.0004592271970741,0,0.0446664103738438
17,80,4,42,53,0.373,0.0004837479399056,0,0.0466905795372113
18,second,29,159,76,2.025,4.6720778942082916e-27,0,5.764977683971133e-24
18,place,19,157,76,2.0,3.4016506551445145e-14,0,1.911302461859324e-11
18,position,19,157,76,2.0,3.4016506551445145e-14,0,1.911302461859324e-11
18,fourth,11,70,76,0.892,8.068045898234165e-10,0,2.3725333101676455e-07
18,place car,4,10,76,0.127,4.817097976798146e-06,1,0.0007411735346697
18,second position,4,11,76,0.14,7.496723457244929e-06,1,0.0011100442521515
18,place position,6,45,76,0.573,1.920254262472321e-05,1,0.0026156190635797
18,second place,6,54,76,0.688,5.56071493158646e-05,1,0.0068346834110299
19,position,48,157,92,2.421,9.615756593349563e-54,0,2.750543465543128e-50
19,place,38,157,92,2.421,2.7764189116749376e-37,0,5.824001403723462e-34
19,second place,15,54,92,0.833,1.082132340953403e-15,1,7.483361342439304e-13
19,second,18,159,92,2.451,1.8840403327340623e-11,0,7.099560367602069e-09
19,fourth,12,70,92,1.079,4.442685299468581e-10,0,1.370481303409597e-07
19,place right,5,6,92,0.093,4.631588145663226e-09,1,1.229813679352687e-06
19,positions,5,8,92,0.123,4.2183534460408914e-08,0,9.723845507668616e-06
19,fourth position,5,10,92,0.154,1.8524062384584649e-07,1,3.915748619164464e-05
19,fifth,8,48,92,0.74,5.347197033782686e-07,0,0.0001035381874879
19,fifth position,4,7,92,0.108,1.7884403281315612e-06,1,0.0003041798644576
19,wants,6,29,92,0.447,4.070089851536759e-06,0,0.0006419317151809
19,position moment,3,4,92,0.062,1.403440127535926e-05,1,0.001949635479599
19,position right,3,4,92,0.062,1.403440127535926e-05,1,0.001949635479599
19,sixth position,3,5,92,0.077,3.469355910893291e-05,1,0.0045866925939603
19,fourth fifth,4,15,92,0.231,6.344163182254965e-05,1,0.0077521978458117
19,got second,3,6,92,0.093,6.86114932352267e-05,1,0.0083193088040324
19,home,4,20,92,0.308,0.0002122610973204,0,0.0225634980648257
20,position,28,157,42,1.105,1.8752663291875757e-35,0,3.687828440492941e-32
20,place position,15,45,42,0.317,9.2047993978672e-23,1,1.016242151066286e-19
20,currently,15,61,42,0.429,1.7580261763857074e-20,0,1.756072813967501e-17
20,place,19,157,42,1.105,8.503906434473137e-20,0,8.108345938202945e-17
20,sitting,13,55,42,0.387,1.5878261251407664e-17,0,1.2810499750654928e-14
20,sixth,9,29,42,0.204,1.538197891709785e-13,0,7.999900274817914e-11
20,fifth,10,48,42,0.338,5.103744525374973e-13,0,2.5694291438547765e-10
20,points,8,40,42,0.282,1.9440118841728918e-10,0,6.338687454455963e-08
20,currently sitting,7,25,42,0.176,2.2195320335686628e-10,1,7.199750044972987e-08
20,fifth place,5,14,42,0.099,2.5827780233257605e-08,1,6.110309060446996e-06
20,sixth place,4,9,42,0.063,2.605216763326209e-07,1,5.322931523250595e-05
20,seventh,5,24,42,0.169,5.206385434490956e-07,0,0.0001011227887013
20,max,5,25,42,0.176,6.474329267990311e-07,0,0.0001242163234251
20,round,4,12,42,0.084,1.0079112404214648e-06,0,0.0001849208581916
20,fourth place,4,14,42,0.099,2.01750458010172e-06,1,0.0003412945248005
20,ninth,4,15,42,0.106,2.7371275827877274e-06,0,0.0004544787303029
20,10th position,3,5,42,0.035,3.211984263357085e-06,1,0.0005236532893602
20,sitting seventh,3,5,42,0.035,3.211984263357085e-06,1,0.0005236532893602
20,fourth,6,70,42,0.493,7.887520079881197e-06,0,0.0011543293921556
20,seventh place,3,7,42,0.049,1.113199825395125e-05,1,0.0015671960852822
20,current,3,10,42,0.07,3.7608585491554914e-05,0,0.0049310065147194
20,12th,3,11,42,0.077,5.14585367298118e-05,0,0.0063851730648717
20,10th,3,12,42,0.084,6.827541189294196e-05,0,0.0082945399042911
20,current place,2,3,42,0.021,0.0001444671944663,1,0.016292689153703
20,currently fifth,2,3,42,0.021,0.0001444671944663,1,0.016292689153703
20,lock round,2,3,42,0.021,0.0001444671944663,1,0.016292689153703
20,number 54,2,3,42,0.021,0.0001444671944663,1,0.016292689153703
20,points runner,2,3,42,0.021,0.0001444671944663,1,0.016292689153703
20,sitting sixth,2,3,42,0.021,0.0001444671944663,1,0.016292689153703
20,eighth,3,17,42,0.12,0.0002059196406446,0,0.0220008879215078
20,runner,2,4,42,0.028,0.0002876432642335,0,0.0295774356506783
20,sitting eighth,2,4,42,0.028,0.0002876432642335,1,0.0295774356506783
20,eighth place,2,5,42,0.035,0.0004772641175469,1,0.0461355313628723
20,lock,2,5,42,0.035,0.0004772641175469,0,0.0461355313628723
20,seventh position,2,5,42,0.035,0.0004772641175469,1,0.0461355313628723
20,sixth position,2,5,42,0.035,0.0004772641175469,1,0.0461355313628723
21,turn,40,88,67,0.988,5.26212151498045e-60,0,1.6557265346885985e-56
21,going turn,15,24,67,0.269,1.2908907706872071e-24,1,1.5622260807566528e-21
21,coming turn,11,23,67,0.258,1.8477191362619794e-16,1,1.3520577354065857e-13
21,turn number,8,13,67,0.146,2.0244050676242507e-13,1,1.0357383000454802e-10
21,hazard,6,6,67,0.067,1.5958797246028328e-12,0,6.695247404617084e-10
21,stephen hazard,6,6,67,0.067,1.5958797246028328e-12,1,6.695247404617084e-10
21,coming,16,171,67,1.92,3.2373699591897524e-11,0,1.1776167140567115e-08
21,exiting turn,5,6,67,0.067,9.127917224817039e-10,1,2.63495335301714e-07
21,exiting,5,7,67,0.079,3.1670880974289195e-09,0,8.553856393613816e-07
21,stephen,6,15,67,0.168,7.378607506212412e-09,0,1.9259421780108462e-06
21,number,8,138,67,1.55,0.0001379118411242,0,0.0158083645937111
21,going,20,796,67,8.938,0.0003038851832465,0,0.0309943186089197
22,happens,57,104,107,1.865,2.115196870717683e-78,0,8.873955938284252e-75
22,folks,28,84,107,1.506,2.0517996229699018e-29,0,3.074279768416569e-26
22,happens folks,15,29,107,0.52,1.4656796146251188e-19,1,1.3766450469904291e-16
22,ll happens,11,17,107,0.305,4.1379095331681453e-16,1,2.8933182991363493e-13
22,wait,10,22,107,0.395,1.2138928852286917e-12,0,5.232210908728874e-10
22,ll,23,263,107,4.716,1.305600081020594e-10,0,4.3242848999276826e-08
22,ll wait,6,8,107,0.143,7.858824626784399e-10,1,2.321858374476724e-07
22,continue,11,57,107,1.022,3.3988281631174994e-09,0,9.101627927871668e-07
22,interesting,7,17,107,0.305,8.214412218747522e-09,0,2.11857770871222e-06
22,don folks,3,3,107,0.054,5.608273788316035e-06,1,0.0008483862247565
22,going interesting,4,10,107,0.179,1.8894092023141063e-05,1,0.0025847939369918
22,change lot,3,4,107,0.072,2.213970457278885e-05,1,0.0029706857329756
22,folks continue,3,5,107,0.09,5.462592056011948e-05,1,0.006738643320713
22,watch,5,26,107,0.466,8.226169300998317e-05,0,0.0098792525593859
22,change,3,9,107,0.161,0.0004353808545208,0,0.0427433965288519
23,racing,105,177,205,6.081,3.953502979914648e-118,0,8.293131417534293e-114
23,race,79,168,205,5.772,2.5185528736966446e-75,0,9.323090137748817e-72
23,guys racing,22,27,205,0.928,1.3914531773915503e-28,1,2.0363755454244248e-25
23,guys,41,201,205,6.905,1.767846620012711e-21,0,1.7943643193129017e-18
23,racing tonight,6,6,205,0.206,1.5311344857757646e-09,1,4.301530945976289e-07
23,end race,9,19,205,0.653,3.840596666857504e-09,1,1.0241048654463676e-06
23,racing hard,6,7,205,0.24,1.0411252157683121e-08,1,2.598694237006452e-06
23,hard,14,61,205,2.096,1.1094911597308612e-08,0,2.7167423611619887e-06
23,live racing,5,5,205,0.172,4.5643119020975555e-08,1,1.0295059068064486e-05
23,race right,5,5,205,0.172,4.5643119020975555e-08,1,1.0295059068064486e-05
23,tell guys,7,13,205,0.447,7.349533594972335e-08,1,1.6115196833853972e-05
23,good race,5,7,205,0.24,9.056825155452028e-07,1,0.0001671395915051
23,going racing,4,4,205,0.137,1.3540791976222748e-06,1,0.0002321858417067
23,lane outlaws,4,4,205,0.137,1.3540791976222748e-06,1,0.0002321858417067
23,outlaws,4,4,205,0.137,1.3540791976222748e-06,0,0.0002321858417067
23,tonight,14,93,205,3.195,2.762881183440244e-06,0,0.0004575476654576
23,good racing,5,9,205,0.309,5.135027568996224e-06,1,0.0007805489973838
23,tell,15,114,205,3.917,6.7762540941616e-06,0,0.0010128970787306
23,man,9,44,205,1.512,1.3944513312729962e-05,0,0.0019457388531487
23,good,18,180,205,6.184,3.938349985816506e-05,0,0.0050241667528663
23,night racing,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
23,race season,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
23,racing night,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
23,racing position,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
23,racing wheels,3,3,205,0.103,3.997885314167942e-05,1,0.0050241667528663
23,ll tell,13,102,205,3.504,3.999853079907939e-05,1,0.0050241667528663
23,night,7,29,205,0.996,4.179009816322205e-05,0,0.0052283317642377
23,wheels,4,9,205,0.309,0.0001488597289341,0,0.0167580371052356
23,truck series,3,4,205,0.137,0.0001558531749738,1,0.0169100694846628
23,season,5,18,205,0.618,0.0002709310991263,0,0.0279962135763932
23,racing right,3,5,205,0.172,0.0003797512021665,1,0.0374572776682496
24,track,60,119,66,1.316,1.3204197990579718e-102,0,1.1870573993531166e-98
24,confidence,7,7,66,0.077,1.4624711851027618e-14,0,8.521602933196e-12
24,help hit,7,7,66,0.077,1.4624711851027618e-14,1,8.521602933196e-12
24,hit track,7,7,66,0.077,1.4624711851027618e-14,1,8.521602933196e-12
24,ll help,7,7,66,0.077,1.4624711851027618e-14,1,8.521602933196e-12
24,total confidence,7,7,66,0.077,1.4624711851027618e-14,1,8.521602933196e-12
24,track total,7,7,66,0.077,1.4624711851027618e-14,1,8.521602933196e-12
24,going track,8,12,66,0.133,6.921534114373836e-14,1,3.7875838418917e-11
24,total,7,9,66,0.1,5.17408267548465e-13,0,2.584166847367056e-10
24,help,7,17,66,0.188,2.6072252509703354e-10,0,8.328562692566659e-08
24,guys track,4,4,66,0.044,1.3658104963053322e-08,1,3.305786712788252e-06
24,hit,7,38,66,0.42,1.4093460888247113e-07,0,3.0166717472700367e-05
24,ll,14,263,66,2.909,7.294363951967679e-07,0,0.0001370251711932
24,track soon,3,3,66,0.033,1.2929672698357142e-06,1,0.0002253917736586
24,racetrack,3,4,66,0.044,5.1308947644536975e-06,0,0.0007805489973838
24,track tonight,3,4,66,0.044,5.1308947644536975e-06,1,0.0007805489973838
24,soon,4,16,66,0.177,2.248963309430102e-05,0,0.0030112183204773
24,guys,9,201,66,2.223,0.0003267346409149,0,0.0330038699081537
24,coming track,2,3,66,0.033,0.0003589398356745,1,0.0359111031144664
24,driving track,2,3,66,0.033,0.0003589398356745,1,0.0359111031144664
24,mile,2,3,66,0.033,0.0003589398356745,0,0.0359111031144664
24,track trying,2,3,66,0.033,0.0003589398356745,1,0.0359111031144664
25,live,14,22,79,0.291,4.472870797947973e-22,0,4.853064815773551e-19
25,going,39,796,79,10.539,8.740472476171642e-15,0,5.445920127975063e-12
25,little bit,19,200,79,2.648,6.158116283835225e-12,1,2.4683455907117877e-09
25,bit,19,211,79,2.794,1.6020527750052173e-11,0,6.110132189762323e-09
25,going live,6,9,79,0.119,3.617485256437805e-10,1,1.132578841729508e-07
25,little,19,256,79,3.389,4.694035172811035e-10,0,1.4339593855582448e-07
25,right going,8,25,79,0.331,5.934744098218609e-10,1,1.7955454139466206e-07
25,right let,5,12,79,0.159,2.637346678014883e-07,1,5.3711400144814427e-05
25,let live,3,4,79,0.053,8.852216187949615e-06,1,0.0012631971988836
25,going little,4,15,79,0.199,3.477994143026961e-05,1,0.0045884731954022
25,let,10,191,79,2.529,0.0001880852405755,0,0.0202328276742199
25,just little,4,23,79,0.305,0.0002081604733123,1,0.0222026077721078
25,field little,2,3,79,0.04,0.0005148136518176,1,0.0493860108367185
26,look,90,314,114,5.999,1.2066796207556326e-97,0,8.437372059350217e-94
26,quick look,22,33,114,0.63,2.9946765823672512e-31,1,4.959342034957133e-28
26,quick,25,53,114,1.013,3.9364763039746e-30,0,6.19306134522804e-27
26,let,36,191,114,3.649,4.063014841704581e-27,0,5.3267817497597776e-24
26,going look,13,26,114,0.497,1.9026042019667703e-16,1,1.3762170394226305e-13
26,let look,14,33,114,0.63,2.312955040782756e-16,1,1.6540256899597594e-13
26,look happened,10,16,114,0.306,3.1637064691136176e-14,1,1.809927710012e-11
26,let quick,7,9,114,0.172,2.694972328888853e-11,1,1.0026005083163418e-08
26,happened,13,61,114,1.165,6.88250821882349e-11,0,2.3929074155279684e-08
26,going quick,7,11,114,0.21,2.3934067833760897e-10,1,7.723953275787556e-08
26,let ahead,8,21,114,0.401,2.2947181849952567e-09,1,6.361524906685088e-07
26,just quick,5,6,114,0.115,1.3783150240728289e-08,1,3.323270669153376e-06
26,ahead look,7,19,114,0.363,3.220052369509213e-08,1,7.561115507955776e-06
26,ahead,10,59,114,1.127,1.2472452057681806e-07,0,2.6788102661771877e-05
26,check,6,15,114,0.287,1.854271553330701e-07,0,3.915748619164464e-05
26,ll look,6,15,114,0.287,1.854271553330701e-07,1,3.915748619164464e-05
26,just,21,309,114,5.903,2.688603953941912e-07,0,5.457866026502081e-05
26,look guys,3,3,114,0.057,6.7944073770492834e-06,1,0.0010132039247339
26,good look,4,11,114,0.21,3.761136384975875e-05,1,0.0049310065147194
26,information,3,5,114,0.096,6.606124113979847e-05,0,0.0080566548545106
26,ll just,3,6,114,0.115,0.0001302812123399,1,0.0150403558327521
27,guys,33,201,195,6.569,4.353416029796322e-15,0,2.795515007704924e-12
27,going thing,9,17,195,0.556,6.864041297077085e-10,1,2.047175918602185e-07
27,follow,9,21,195,0.686,7.406292818665578e-09,0,1.9259421780108462e-06
27,happening,11,36,195,1.176,1.0077657126298428e-08,0,2.546935594208675e-06
27,fighting,10,30,195,0.98,1.876810631913624e-08,0,4.490786808605488e-06
27,trying happening,5,5,195,0.163,3.5454883873020965e-08,1,8.26361423010818e-06
27,thing,16,108,195,3.529,3.306772273578485e-07,0,6.62723500561446e-05
27,going follow,6,11,195,0.359,4.5488634694140173e-07,1,8.890061432615655e-05
27,going,51,796,195,26.013,8.707455059022204e-07,0,0.0001611647490777
27,guys going,7,21,195,0.686,2.817478851694492e-06,1,0.0004653646827746
27,gentlemen,7,24,195,0.784,7.71389499183844e-06,0,0.0011341948874682
27,ladies,7,24,195,0.784,7.71389499183844e-06,0,0.0011341948874682
27,ladies gentlemen,7,24,195,0.784,7.71389499183844e-06,1,0.0011341948874682
27,thing going,5,10,195,0.327,7.81097106634293e-06,1,0.0011457911636479
27,ve doing,3,3,195,0.098,3.438301173095796e-05,1,0.004555206164693
27,issue,3,4,195,0.131,0.0001342113536379,0,0.0154122636577296
27,going going,4,10,195,0.327,0.0001989985656277,1,0.0212975845832558
27,thing happening,4,12,195,0.392,0.0004454852271429,1,0.0435993551230238
27,doing,7,44,195,1.438,0.0004904507585407,0,0.0472650325190952
28,corner,24,43,57,0.411,8.51547382959034e-40,0,1.847857821021104e-36
28,turn,13,88,57,0.841,9.080633526187844e-13,0,4.2665143883646286e-10
28,coming corner,6,7,57,0.067,4.032328007062962e-12,1,1.6371251708675622e-09
28,coming turn,8,23,57,0.22,1.8293375038243257e-11,1,6.93495235636535e-09
28,spun,8,25,57,0.239,3.976476654367019e-11,0,1.4299410049103798e-08
28,coming,14,171,57,1.633,3.8986028707891526e-10,0,1.2085668899446376e-07
28,came corner,4,4,57,0.038,7.485692143211916e-09,1,1.938578627869654e-06
28,spinning,4,6,57,0.057,1.1069437142004917e-07,0,2.3856153402272923e-05
28,corners,3,5,57,0.048,8.155644921681775e-06,0,0.0011794476125359
28,sideways,3,10,57,0.096,9.459377668321912e-05,0,0.0109830006765221
28,circle,2,3,57,0.029,0.0002673418920372,0,0.0276707652399703
28,came,5,64,57,0.611,0.0003301715124221,0,0.0332975853793649
29,low,18,38,87,0.554,3.6984388952680885e-24,0,4.391372824136242e-21
29,high,18,49,87,0.714,1.1265526710404649e-21,0,1.1621960588291222e-18
29,line,10,63,87,0.919,1.7447303180818556e-08,0,4.190682401408059e-06
29,high line,4,5,87,0.073,2.0856210864814946e-07,1,4.345964734181472e-05
29,better run,3,3,87,0.044,2.9949315071292957e-06,1,0.0004920914875813
29,going drop,3,3,87,0.044,2.9949315071292957e-06,1,0.0004920914875813
29,going try,8,72,87,1.05,8.256741386298602e-06,1,0.001180901671454
29,try,9,99,87,1.443,1.161910166117797e-05,0,0.0016321206864685
29,looking low,3,4,87,0.058,1.1853179626807494e-05,1,0.001661293082216
29,drop,4,12,87,0.175,1.909299985201344e-05,0,0.0026063394374993
29,falling,4,15,87,0.219,5.0916261887163145e-05,0,0.0063323327283778
29,jumped,4,15,87,0.219,5.0916261887163145e-05,0,0.0063323327283778
29,brandon,4,20,87,0.292,0.0001709265608322,0,0.0185136118299045
29,went,5,40,87,0.583,0.0002584309034051,0,0.0267925152410033
30,try,31,99,272,4.513,1.4317252089274846e-18,0,1.2689924985606565e-15
30,going try,26,72,272,3.282,1.7493768794127148e-17,1,1.3935226205245841e-14
30,inside,31,110,272,5.014,4.3270719866172556e-17,0,3.2807547002147463e-14
30,trying,47,269,272,12.262,2.6401563365950163e-16,0,1.8667981827182517e-13
30,going,79,796,272,36.285,2.412266048515284e-12,0,9.987098844280712e-10
30,look inside,11,21,272,0.957,3.399891536957262e-10,1,1.075151630254877e-07
30,wants,12,29,272,1.322,1.641859181256442e-09,0,4.592097701176351e-07
30,happen,9,25,272,1.14,7.998755107373254e-07,0,0.0001489235677239
30,make happen,5,9,272,0.41,2.0565243258985774e-05,1,0.0027653221330939
30,quite,11,57,272,2.598,4.093369631258773e-05,0,0.005131389460062
30,looking inside,5,13,272,0.593,0.0001805659240387,1,0.0194905893649356
30,catch,8,38,272,1.732,0.0002491099258068,0,0.0261274793850454
30,needle,3,4,272,0.182,0.0003622152051895,0,0.0360667766812901
30,make,12,84,272,3.829,0.0003772263345319,0,0.0373840208379456
